स्थिति,सूत्र
अदृष्टपूर्वम् हृषितस्,-
अदृष्टपूर्वं हृषितस्,[[मोऽनुस्वारः (8.3.23)]]
हृषितस् अस्मि,-
हृषितरुँ अस्मि,[[ससजुषो रुः (8.2.66)]]
हृषितर् अस्मि,[[तस्य लोपः (1.3.9)]]
हृषित उ अस्मि,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
हृषितो अस्मि,[[आद्गुणः (6.1.87)]]
हृषितोऽस्मि,[[एङः पदान्तादति (6.1.109)]]
हृषितोऽस्मि दृष्ट्वा,-
दृष्ट्वा भयेन,-
भयेन च,-
च प्रव्यथितम्,-
प्रव्यथितम् मनस्,-
प्रव्यथितं मनस्,[[मोऽनुस्वारः (8.3.23)]]
मनस् मे,-
मनरुँ मे,[[ससजुषो रुः (8.2.66)]]
मनर् मे,[[तस्य लोपः (1.3.9)]]
मन उ मे,[[हशि च (6.1.114)]]
मनो मे,[[आद्गुणः (6.1.87)]]
मे,-
तत् एव,-
तद् एव,[[झलां जशोऽन्ते (8.2.39)]]
एव मे,-
मे दर्शय,-
दर्शय देव,-
देव रूपम्,-
रूपम् प्रसीद,-
रूपं प्रसीद,[[मोऽनुस्वारः (8.3.23)]]
प्रसीद देवेश,-
देवेश जगन्निवास,-
जगन्निवास,-
