स्थिति,सूत्र
सद्भावे साधुभावे,-
साधुभावे च,-
च सत्,-
सत् इति,-
सद् इति,[[झलां जशोऽन्ते (8.2.39)]]
इति एतत्,-
इत्येतत्,[[इको यणचि (6.1.77)]]
इत्येतत् प्रयुज्यते,-
इत्येतद् प्रयुज्यते,[[झलां जशोऽन्ते (8.2.39)]]
इत्येतत् प्रयुज्यते,[[खरि च (8.4.55)]]
प्रयुज्यते,-
प्रशस्ते कर्मणि,-
कर्मणि तथा,-
तथा सत्,-
सत् शब्दस्,-
सद् शब्दस्,[[झलां जशोऽन्ते (8.2.39)]]
सज् शब्दस्,[[स्तोः श्चुना श्चुः (8.4.40)]]
सच् शब्दस्,[[खरि च (8.4.55)]]
सच्छब्दस्,[[शशछोऽटि (8.4.63)]]
सच्छब्दस् पार्थ,-
सच्छब्दरुँ पार्थ,[[ससजुषो रुः (8.2.66)]]
सच्छब्दर् पार्थ,[[तस्य लोपः (1.3.9)]]
सच्छब्दः पार्थ,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सच्छब्दः पार्थ,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पार्थ युज्यते,-
युज्यते,-
