स्थिति,सूत्र
अयुक्तस् प्राकृतस्,-
अयुक्तरुँ प्राकृतस्,[[ससजुषो रुः (8.2.66)]]
अयुक्तर् प्राकृतस्,[[तस्य लोपः (1.3.9)]]
अयुक्तः प्राकृतस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
अयुक्तः प्राकृतस्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
प्राकृतस् स्तब्धस्,-
प्राकृतरुँ स्तब्धस्,[[ससजुषो रुः (8.2.66)]]
प्राकृतर् स्तब्धस्,[[तस्य लोपः (1.3.9)]]
प्राकृतः स्तब्धस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
प्राकृतः स्तब्धस्,[[वा शरि (8.3.36)]]
स्तब्धस् शठस्,-
स्तब्धरुँ शठस्,[[ससजुषो रुः (8.2.66)]]
स्तब्धर् शठस्,[[तस्य लोपः (1.3.9)]]
स्तब्धः शठस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
स्तब्धः शठस्,[[वा शरि (8.3.36)]]
शठस् नैष्कृतिकस्,-
शठरुँ नैष्कृतिकस्,[[ससजुषो रुः (8.2.66)]]
शठर् नैष्कृतिकस्,[[तस्य लोपः (1.3.9)]]
शठ उ नैष्कृतिकस्,[[हशि च (6.1.114)]]
शठो नैष्कृतिकस्,[[आद्गुणः (6.1.87)]]
नैष्कृतिकस् अलसस्,-
नैष्कृतिकरुँ अलसस्,[[ससजुषो रुः (8.2.66)]]
नैष्कृतिकर् अलसस्,[[तस्य लोपः (1.3.9)]]
नैष्कृतिक उ अलसस्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
नैष्कृतिको अलसस्,[[आद्गुणः (6.1.87)]]
नैष्कृतिकोऽलसस्,[[एङः पदान्तादति (6.1.109)]]
नैष्कृतिकोऽलसस्,-
नैष्कृतिकोऽलसरुँ,[[ससजुषो रुः (8.2.66)]]
नैष्कृतिकोऽलसर्,[[तस्य लोपः (1.3.9)]]
नैष्कृतिकोऽलसः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
विषादी दीर्घसूत्री,-
दीर्घसूत्री च,-
च कर्ता,-
कर्ता तामसस्,-
तामसस् उच्यते,-
तामसरुँ उच्यते,[[ससजुषो रुः (8.2.66)]]
तामसर् उच्यते,[[तस्य लोपः (1.3.9)]]
तामसय् उच्यते,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
तामस उच्यते,[[लोपः शाकल्यस्य (8.3.19)]]
उच्यते,-
