स्थिति,सूत्र
एवम् बहुविधास्,-
एवं बहुविधास्,[[मोऽनुस्वारः (8.3.23)]]
बहुविधास् यज्ञास्,-
बहुविधारुँ यज्ञास्,[[ससजुषो रुः (8.2.66)]]
बहुविधार् यज्ञास्,[[तस्य लोपः (1.3.9)]]
बहुविधाय् यज्ञास्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
बहुविधा यज्ञास्,[[हलि सर्वेषाम् (8.3.22)]]
यज्ञास् विततास्,-
यज्ञारुँ विततास्,[[ससजुषो रुः (8.2.66)]]
यज्ञार् विततास्,[[तस्य लोपः (1.3.9)]]
यज्ञाय् विततास्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
यज्ञा विततास्,[[हलि सर्वेषाम् (8.3.22)]]
विततास् ब्रह्मणस्,-
विततारुँ ब्रह्मणस्,[[ससजुषो रुः (8.2.66)]]
विततार् ब्रह्मणस्,[[तस्य लोपः (1.3.9)]]
वितताय् ब्रह्मणस्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
वितता ब्रह्मणस्,[[हलि सर्वेषाम् (8.3.22)]]
ब्रह्मणस् मुखे,-
ब्रह्मणरुँ मुखे,[[ससजुषो रुः (8.2.66)]]
ब्रह्मणर् मुखे,[[तस्य लोपः (1.3.9)]]
ब्रह्मण उ मुखे,[[हशि च (6.1.114)]]
ब्रह्मणो मुखे,[[आद्गुणः (6.1.87)]]
मुखे,-
कर्मजान् विद्धि,-
विद्धि तान्,-
तान् सर्वान्,-
सर्वान् एवम्,-
एवम् ज्ञात्वा,-
एवं ज्ञात्वा,[[मोऽनुस्वारः (8.3.23)]]
ज्ञात्वा विमोक्ष्यसे,-
विमोक्ष्यसे,-
