स्थिति,सूत्र
तेषाम् एव,-
एव अनुकम्पार्थम्,-
एवानुकम्पार्थम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
एवानुकम्पार्थम् अहम्,-
अहम् अज्ञानजम्,-
अज्ञानजम् तमस्,-
अज्ञानजं तमस्,[[मोऽनुस्वारः (8.3.23)]]
तमस्,-
तमरुँ,[[ससजुषो रुः (8.2.66)]]
तमर्,[[तस्य लोपः (1.3.9)]]
तमः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
नाशयामि आत्मभावस्थस्,-
नाशयाम्यात्मभावस्थस्,[[इको यणचि (6.1.77)]]
नाशयाम्यात्मभावस्थस् ज्ञानदीपेन,-
नाशयाम्यात्मभावस्थरुँ ज्ञानदीपेन,[[ससजुषो रुः (8.2.66)]]
नाशयाम्यात्मभावस्थर् ज्ञानदीपेन,[[तस्य लोपः (1.3.9)]]
नाशयाम्यात्मभावस्थ उ ज्ञानदीपेन,[[हशि च (6.1.114)]]
नाशयाम्यात्मभावस्थो ज्ञानदीपेन,[[आद्गुणः (6.1.87)]]
ज्ञानदीपेन भास्वता,-
भास्वता,-
