स्थिति,सूत्र
आत्मसम्भावितास् स्तब्धास्,-
आत्मसम्भावितारुँ स्तब्धास्,[[ससजुषो रुः (8.2.66)]]
आत्मसम्भावितार् स्तब्धास्,[[तस्य लोपः (1.3.9)]]
आत्मसम्भाविताः स्तब्धास्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
आत्मसम्भाविताः स्तब्धास्,[[वा शरि (8.3.36)]]
स्तब्धास् धनमानमदान्वितास्,-
स्तब्धारुँ धनमानमदान्वितास्,[[ससजुषो रुः (8.2.66)]]
स्तब्धार् धनमानमदान्वितास्,[[तस्य लोपः (1.3.9)]]
स्तब्धाय् धनमानमदान्वितास्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
स्तब्धा धनमानमदान्वितास्,[[हलि सर्वेषाम् (8.3.22)]]
धनमानमदान्वितास्,-
धनमानमदान्वितारुँ,[[ससजुषो रुः (8.2.66)]]
धनमानमदान्वितार्,[[तस्य लोपः (1.3.9)]]
धनमानमदान्विताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
यजन्ते नामयज्ञैस्,-
नामयज्ञैस् ते,-
नामयज्ञैरुँ ते,[[ससजुषो रुः (8.2.66)]]
नामयज्ञैर् ते,[[तस्य लोपः (1.3.9)]]
नामयज्ञैः ते,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
नामयज्ञैस् ते,[[विसर्जनीयस्य सः (8.3.34)]]
ते दम्भेन,-
दम्भेन अविधिपूर्वकम्,-
दम्भेनाविधिपूर्वकम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
दम्भेनाविधिपूर्वकम्,-
