स्थिति,सूत्र
आशापाशशतैस् बद्धास्,-
आशापाशशतैरुँ बद्धास्,[[ससजुषो रुः (8.2.66)]]
आशापाशशतैर् बद्धास्,[[तस्य लोपः (1.3.9)]]
बद्धास् कामक्रोधपरायणास्,-
बद्धारुँ कामक्रोधपरायणास्,[[ससजुषो रुः (8.2.66)]]
बद्धार् कामक्रोधपरायणास्,[[तस्य लोपः (1.3.9)]]
बद्धाः कामक्रोधपरायणास्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
बद्धाः कामक्रोधपरायणास्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कामक्रोधपरायणास्,-
कामक्रोधपरायणारुँ,[[ससजुषो रुः (8.2.66)]]
कामक्रोधपरायणार्,[[तस्य लोपः (1.3.9)]]
कामक्रोधपरायणाः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
ईहन्ते कामभोगार्थम्,-
कामभोगार्थम् अन्यायेन,-
अन्यायेन अर्थसञ्चयान्,-
अन्यायेनार्थसञ्चयान्,[[अकः सवर्णे दीर्घः (6.1.101)]]
अन्यायेनार्थसञ्चयान्,-
