स्थिति,सूत्र
यस् सर्वत्र,-
यरुँ सर्वत्र,[[ससजुषो रुः (8.2.66)]]
यर् सर्वत्र,[[तस्य लोपः (1.3.9)]]
यः सर्वत्र,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
यः सर्वत्र,[[वा शरि (8.3.36)]]
सर्वत्र अनभिस्नेहस्,-
सर्वत्रानभिस्नेहस्,[[अकः सवर्णे दीर्घः (6.1.101)]]
सर्वत्रानभिस्नेहस् तत्,-
सर्वत्रानभिस्नेहरुँ तत्,[[ससजुषो रुः (8.2.66)]]
सर्वत्रानभिस्नेहर् तत्,[[तस्य लोपः (1.3.9)]]
सर्वत्रानभिस्नेहः तत्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सर्वत्रानभिस्नेहस् तत्,[[विसर्जनीयस्य सः (8.3.34)]]
तत् तत्,-
तद् तत्,[[झलां जशोऽन्ते (8.2.39)]]
तत् तत्,[[खरि च (8.4.55)]]
तत् प्राप्य,-
तद् प्राप्य,[[झलां जशोऽन्ते (8.2.39)]]
तत् प्राप्य,[[खरि च (8.4.55)]]
प्राप्य शुभाशुभम्,-
शुभाशुभम्,-
न अभिनन्दति,-
नाभिनन्दति,[[अकः सवर्णे दीर्घः (6.1.101)]]
नाभिनन्दति न,-
न द्वेष्टि,-
द्वेष्टि तस्य,-
तस्य प्रज्ञा,-
प्रज्ञा प्रतिष्ठिता,-
प्रतिष्ठिता,-
