स्थिति,सूत्र
उत्क्रामन्तम् स्थितम्,-
उत्क्रामन्तं स्थितम्,[[मोऽनुस्वारः (8.3.23)]]
स्थितम् वा,-
स्थितं वा,[[मोऽनुस्वारः (8.3.23)]]
वा अपि,-
वापि,[[अकः सवर्णे दीर्घः (6.1.101)]]
वापि भुञ्जानम्,-
भुञ्जानम् वा,-
भुञ्जानं वा,[[मोऽनुस्वारः (8.3.23)]]
वा गुणान्वितम्,-
गुणान्वितम्,-
विमूढास् न,-
विमूढारुँ न,[[ससजुषो रुः (8.2.66)]]
विमूढार् न,[[तस्य लोपः (1.3.9)]]
विमूढाय् न,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
विमूढा न,[[हलि सर्वेषाम् (8.3.22)]]
न अनुपश्यन्ति,-
नानुपश्यन्ति,[[अकः सवर्णे दीर्घः (6.1.101)]]
नानुपश्यन्ति पश्यन्ति,-
पश्यन्ति ज्ञानचक्षुषस्,-
ज्ञानचक्षुषस्,-
ज्ञानचक्षुषरुँ,[[ससजुषो रुः (8.2.66)]]
ज्ञानचक्षुषर्,[[तस्य लोपः (1.3.9)]]
ज्ञानचक्षुषः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
