स्थिति,सूत्र
ऊर्ध्वम् गच्छन्ति,-
ऊर्ध्वं गच्छन्ति,[[मोऽनुस्वारः (8.3.23)]]
गच्छन्ति सत्त्वस्थास्,-
सत्त्वस्थास् मध्ये,-
सत्त्वस्थारुँ मध्ये,[[ससजुषो रुः (8.2.66)]]
सत्त्वस्थार् मध्ये,[[तस्य लोपः (1.3.9)]]
सत्त्वस्थाय् मध्ये,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
सत्त्वस्था मध्ये,[[हलि सर्वेषाम् (8.3.22)]]
मध्ये तिष्ठन्ति,-
तिष्ठन्ति राजसास्,-
राजसास्,-
राजसारुँ,[[ससजुषो रुः (8.2.66)]]
राजसार्,[[तस्य लोपः (1.3.9)]]
राजसाः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
जघन्यगुणवृत्तिस्थास् अधस्,-
जघन्यगुणवृत्तिस्थारुँ अधस्,[[ससजुषो रुः (8.2.66)]]
जघन्यगुणवृत्तिस्थार् अधस्,[[तस्य लोपः (1.3.9)]]
जघन्यगुणवृत्तिस्थाय् अधस्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
जघन्यगुणवृत्तिस्था अधस्,[[लोपः शाकल्यस्य (8.3.19)]]
अधस् गच्छन्ति,-
अधरुँ गच्छन्ति,[[ससजुषो रुः (8.2.66)]]
अधर् गच्छन्ति,[[तस्य लोपः (1.3.9)]]
अध उ गच्छन्ति,[[हशि च (6.1.114)]]
अधो गच्छन्ति,[[आद्गुणः (6.1.87)]]
गच्छन्ति तामसास्,-
तामसास्,-
तामसारुँ,[[ससजुषो रुः (8.2.66)]]
तामसार्,[[तस्य लोपः (1.3.9)]]
तामसाः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
