स्थिति,सूत्र
न अहम्,-
नाहम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
नाहम् प्रकाशस्,-
नाहं प्रकाशस्,[[मोऽनुस्वारः (8.3.23)]]
प्रकाशस् सर्वस्य,-
प्रकाशरुँ सर्वस्य,[[ससजुषो रुः (8.2.66)]]
प्रकाशर् सर्वस्य,[[तस्य लोपः (1.3.9)]]
प्रकाशः सर्वस्य,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
प्रकाशः सर्वस्य,[[वा शरि (8.3.36)]]
सर्वस्य योगमायासमावृतस्,-
योगमायासमावृतस्,-
योगमायासमावृतरुँ,[[ससजुषो रुः (8.2.66)]]
योगमायासमावृतर्,[[तस्य लोपः (1.3.9)]]
योगमायासमावृतः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मूढस् अयम्,-
मूढरुँ अयम्,[[ससजुषो रुः (8.2.66)]]
मूढर् अयम्,[[तस्य लोपः (1.3.9)]]
मूढ उ अयम्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
मूढो अयम्,[[आद्गुणः (6.1.87)]]
मूढोऽयम्,[[एङः पदान्तादति (6.1.109)]]
मूढोऽयम् न,-
मूढोऽयं न,[[मोऽनुस्वारः (8.3.23)]]
न अभिजानाति,-
नाभिजानाति,[[अकः सवर्णे दीर्घः (6.1.101)]]
नाभिजानाति लोकस्,-
लोकस् माम्,-
लोकरुँ माम्,[[ससजुषो रुः (8.2.66)]]
लोकर् माम्,[[तस्य लोपः (1.3.9)]]
लोक उ माम्,[[हशि च (6.1.114)]]
लोको माम्,[[आद्गुणः (6.1.87)]]
माम् अजम्,-
अजम् अव्ययम्,-
अव्ययम्,-
