स्थिति,सूत्र
येषाम् अर्थे,-
अर्थे काङ्क्षितम्,-
काङ्क्षितम् नस्,-
काङ्क्षितं नस्,[[मोऽनुस्वारः (8.3.23)]]
नस् राज्यम्,-
नरुँ राज्यम्,[[ससजुषो रुः (8.2.66)]]
नर् राज्यम्,[[तस्य लोपः (1.3.9)]]
न उ राज्यम्,[[हशि च (6.1.114)]]
नो राज्यम्,[[आद्गुणः (6.1.87)]]
राज्यम् भोगास्,-
राज्यं भोगास्,[[मोऽनुस्वारः (8.3.23)]]
भोगास् सुखानि,-
भोगारुँ सुखानि,[[ससजुषो रुः (8.2.66)]]
भोगार् सुखानि,[[तस्य लोपः (1.3.9)]]
भोगाः सुखानि,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
भोगाः सुखानि,[[वा शरि (8.3.36)]]
सुखानि च,-
च,-
ते इमे,-
तय् इमे,[[एचोऽयवायावः (6.1.78)]]
त इमे,[[लोपः शाकल्यस्य (8.3.19)]]
इमे अवस्थिता,-
इमेऽवस्थिता,[[एङः पदान्तादति (6.1.109)]]
इमेऽवस्थिता युद्धे,-
युद्धे प्राणान्,-
प्राणान् त्यक्त्वा,-
प्राणांरुँ त्यक्त्वा,[[नश्छव्यप्रशान् (8.3.7)]]
प्राणांर् त्यक्त्वा,[[तस्य लोपः (1.3.9)]]
प्राणांः त्यक्त्वा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
प्राणांस् त्यक्त्वा,[[विसर्जनीयस्य सः (8.3.34)]]
त्यक्त्वा धनानि,-
धनानि च,-
च,-
