स्थिति,सूत्र
यस् एवम्,-
यरुँ एवम्,[[ससजुषो रुः (8.2.66)]]
यर् एवम्,[[तस्य लोपः (1.3.9)]]
यय् एवम्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
य एवम्,[[लोपः शाकल्यस्य (8.3.19)]]
एवम् वेत्ति,-
एवं वेत्ति,[[मोऽनुस्वारः (8.3.23)]]
वेत्ति पुरुषम्,-
पुरुषम् प्रकृतिम्,-
पुरुषं प्रकृतिम्,[[मोऽनुस्वारः (8.3.23)]]
प्रकृतिम् च,-
प्रकृतिं च,[[मोऽनुस्वारः (8.3.23)]]
च गुणैस्,-
गुणैस् सह,-
गुणैरुँ सह,[[ससजुषो रुः (8.2.66)]]
गुणैर् सह,[[तस्य लोपः (1.3.9)]]
गुणैः सह,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
गुणैः सह,[[वा शरि (8.3.36)]]
सह,-
सर्वथा वर्तमानस्,-
वर्तमानस् अपि,-
वर्तमानरुँ अपि,[[ससजुषो रुः (8.2.66)]]
वर्तमानर् अपि,[[तस्य लोपः (1.3.9)]]
वर्तमान उ अपि,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
वर्तमानो अपि,[[आद्गुणः (6.1.87)]]
वर्तमानोऽपि,[[एङः पदान्तादति (6.1.109)]]
वर्तमानोऽपि न,-
न सस्,-
सस् भूयस्,-
स भूयस्,[[एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6.1.132)]]
भूयस् अभिजायते,-
भूयरुँ अभिजायते,[[ससजुषो रुः (8.2.66)]]
भूयर् अभिजायते,[[तस्य लोपः (1.3.9)]]
भूय उ अभिजायते,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
भूयो अभिजायते,[[आद्गुणः (6.1.87)]]
भूयोऽभिजायते,[[एङः पदान्तादति (6.1.109)]]
भूयोऽभिजायते,-
