स्थिति,सूत्र
योगयुक्तस् विशुद्धात्मा,-
योगयुक्तरुँ विशुद्धात्मा,[[ससजुषो रुः (8.2.66)]]
योगयुक्तर् विशुद्धात्मा,[[तस्य लोपः (1.3.9)]]
योगयुक्त उ विशुद्धात्मा,[[हशि च (6.1.114)]]
योगयुक्तो विशुद्धात्मा,[[आद्गुणः (6.1.87)]]
विशुद्धात्मा विजितात्मा,-
विजितात्मा जितेन्द्रियस्,-
जितेन्द्रियस्,-
जितेन्द्रियरुँ,[[ससजुषो रुः (8.2.66)]]
जितेन्द्रियर्,[[तस्य लोपः (1.3.9)]]
जितेन्द्रियः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सर्वभूतात्मभूतात्मा कुर्वन्,-
कुर्वन् अपि,-
कुर्वन्न् अपि,[[ङमो ह्रस्वादचि ङमुण्नित्यम् (8.3.32)]]
अपि न,-
न लिप्यते,-
लिप्यते,-
