स्थिति,सूत्र
ये शास्त्रविधिम्,-
शास्त्रविधिम् उत्सृज्य,-
उत्सृज्य यजन्ते,-
यजन्ते श्रद्धया,-
श्रद्धया अन्वितास्,-
श्रद्धयान्वितास्,[[अकः सवर्णे दीर्घः (6.1.101)]]
श्रद्धयान्वितास्,-
श्रद्धयान्वितारुँ,[[ससजुषो रुः (8.2.66)]]
श्रद्धयान्वितार्,[[तस्य लोपः (1.3.9)]]
श्रद्धयान्विताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
तेषाम् निष्ठा,-
तेषां निष्ठा,[[मोऽनुस्वारः (8.3.23)]]
निष्ठा तु,-
तु का,-
का कृष्ण,-
कृष्ण सत्त्वम्,-
सत्त्वम् आहो,-
आहो रजस्,-
रजस् तमस्,-
रजरुँ तमस्,[[ससजुषो रुः (8.2.66)]]
रजर् तमस्,[[तस्य लोपः (1.3.9)]]
रजः तमस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
रजस् तमस्,[[विसर्जनीयस्य सः (8.3.34)]]
तमस्,-
तमरुँ,[[ससजुषो रुः (8.2.66)]]
तमर्,[[तस्य लोपः (1.3.9)]]
तमः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
