स्थिति,सूत्र
सन्नियम्य इन्द्रियग्रामम्,-
सन्नियम्येन्द्रियग्रामम्,[[आद्गुणः (6.1.87)]]
सन्नियम्येन्द्रियग्रामम् सर्वत्र,-
सन्नियम्येन्द्रियग्रामं सर्वत्र,[[मोऽनुस्वारः (8.3.23)]]
सर्वत्र समबुद्धयस्,-
समबुद्धयस्,-
समबुद्धयरुँ,[[ससजुषो रुः (8.2.66)]]
समबुद्धयर्,[[तस्य लोपः (1.3.9)]]
समबुद्धयः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
ते प्राप्नुवन्ति,-
प्राप्नुवन्ति माम्,-
माम् एव,-
एव सर्वभूतहिते,-
सर्वभूतहिते रतास्,-
रतास्,-
रतारुँ,[[ससजुषो रुः (8.2.66)]]
रतार्,[[तस्य लोपः (1.3.9)]]
रताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
