स्थिति,सूत्र
देवान् भावयत,-
भावयत अनेन,-
भावयतानेन,[[अकः सवर्णे दीर्घः (6.1.101)]]
भावयतानेन ते,-
ते देवास्,-
देवास् भावयन्तु,-
देवारुँ भावयन्तु,[[ससजुषो रुः (8.2.66)]]
देवार् भावयन्तु,[[तस्य लोपः (1.3.9)]]
देवाय् भावयन्तु,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
देवा भावयन्तु,[[हलि सर्वेषाम् (8.3.22)]]
भावयन्तु वस्,-
वस्,-
वरुँ,[[ससजुषो रुः (8.2.66)]]
वर्,[[तस्य लोपः (1.3.9)]]
वः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
परस्परम् भावयन्तस्,-
परस्परं भावयन्तस्,[[मोऽनुस्वारः (8.3.23)]]
भावयन्तस् श्रेयस्,-
भावयन्तरुँ श्रेयस्,[[ससजुषो रुः (8.2.66)]]
भावयन्तर् श्रेयस्,[[तस्य लोपः (1.3.9)]]
भावयन्तः श्रेयस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
भावयन्तः श्रेयस्,[[वा शरि (8.3.36)]]
श्रेयस् परम्,-
श्रेयरुँ परम्,[[ससजुषो रुः (8.2.66)]]
श्रेयर् परम्,[[तस्य लोपः (1.3.9)]]
श्रेयः परम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
श्रेयः परम्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
परम् अवाप्स्यथ,-
अवाप्स्यथ,-
