स्थिति,सूत्र
अश्रद्धया हुतम्,-
हुतम् दत्तम्,-
हुतं दत्तम्,[[मोऽनुस्वारः (8.3.23)]]
दत्तम् तपस्,-
दत्तं तपस्,[[मोऽनुस्वारः (8.3.23)]]
तपस् तप्तम्,-
तपरुँ तप्तम्,[[ससजुषो रुः (8.2.66)]]
तपर् तप्तम्,[[तस्य लोपः (1.3.9)]]
तपः तप्तम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
तपस् तप्तम्,[[विसर्जनीयस्य सः (8.3.34)]]
तप्तम् कृतम्,-
तप्तं कृतम्,[[मोऽनुस्वारः (8.3.23)]]
कृतम् च,-
कृतं च,[[मोऽनुस्वारः (8.3.23)]]
च यत्,-
यत्,-
यद्,[[झलां जशोऽन्ते (8.2.39)]]
यत्,[[वाऽवसाने (8.4.56)]]
असत् इति,-
असद् इति,[[झलां जशोऽन्ते (8.2.39)]]
इति उच्यते,-
इत्युच्यते,[[इको यणचि (6.1.77)]]
इत्युच्यते पार्थ,-
पार्थ न,-
न च,-
च तत्,-
तत् प्रेत्य,-
तद् प्रेत्य,[[झलां जशोऽन्ते (8.2.39)]]
तत् प्रेत्य,[[खरि च (8.4.55)]]
प्रेत्य न,-
न उ,-
नो,[[आद्गुणः (6.1.87)]]
नो इह,-
नव् इह,[[एचोऽयवायावः (6.1.78)]]
न इह,[[लोपः शाकल्यस्य (8.3.19)]]
इह,-
