स्थिति,सूत्र
नियतस्य तु,-
तु संन्यासस्,-
संन्यासस् कर्मणस्,-
संन्यासरुँ कर्मणस्,[[ससजुषो रुः (8.2.66)]]
संन्यासर् कर्मणस्,[[तस्य लोपः (1.3.9)]]
संन्यासः कर्मणस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
संन्यासः कर्मणस्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कर्मणस् न,-
कर्मणरुँ न,[[ससजुषो रुः (8.2.66)]]
कर्मणर् न,[[तस्य लोपः (1.3.9)]]
कर्मण उ न,[[हशि च (6.1.114)]]
कर्मणो न,[[आद्गुणः (6.1.87)]]
न उपपद्यते,-
नोपपद्यते,[[आद्गुणः (6.1.87)]]
नोपपद्यते,-
मोहात् तस्य,-
मोहाद् तस्य,[[झलां जशोऽन्ते (8.2.39)]]
मोहात् तस्य,[[खरि च (8.4.55)]]
तस्य परित्यागस्,-
परित्यागस् तामसस्,-
परित्यागरुँ तामसस्,[[ससजुषो रुः (8.2.66)]]
परित्यागर् तामसस्,[[तस्य लोपः (1.3.9)]]
परित्यागः तामसस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
परित्यागस् तामसस्,[[विसर्जनीयस्य सः (8.3.34)]]
तामसस् परिकीर्तितस्,-
तामसरुँ परिकीर्तितस्,[[ससजुषो रुः (8.2.66)]]
तामसर् परिकीर्तितस्,[[तस्य लोपः (1.3.9)]]
तामसः परिकीर्तितस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
तामसः परिकीर्तितस्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
परिकीर्तितस्,-
परिकीर्तितरुँ,[[ससजुषो रुः (8.2.66)]]
परिकीर्तितर्,[[तस्य लोपः (1.3.9)]]
परिकीर्तितः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
