स्थिति,सूत्र
युञ्जन् एवम्,-
युञ्जन्न् एवम्,[[ङमो ह्रस्वादचि ङमुण्नित्यम् (8.3.32)]]
एवम् सदा,-
एवं सदा,[[मोऽनुस्वारः (8.3.23)]]
सदा आत्मानम्,-
सदात्मानम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
सदात्मानम् योगी,-
सदात्मानं योगी,[[मोऽनुस्वारः (8.3.23)]]
योगी नियतमानसस्,-
नियतमानसस्,-
नियतमानसरुँ,[[ससजुषो रुः (8.2.66)]]
नियतमानसर्,[[तस्य लोपः (1.3.9)]]
नियतमानसः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
शान्तिम् निर्वाणपरमाम्,-
शान्तिं निर्वाणपरमाम्,[[मोऽनुस्वारः (8.3.23)]]
निर्वाणपरमाम् मत्संस्थाम्,-
निर्वाणपरमां मत्संस्थाम्,[[मोऽनुस्वारः (8.3.23)]]
मत्संस्थाम् अधिगच्छति,-
अधिगच्छति,-
