स्थिति,सूत्र
यम् लब्ध्वा,-
यं लब्ध्वा,[[मोऽनुस्वारः (8.3.23)]]
लब्ध्वा च,-
च अपरम्,-
चापरम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
चापरम् लाभम्,-
चापरं लाभम्,[[मोऽनुस्वारः (8.3.23)]]
लाभम् मन्यते,-
लाभं मन्यते,[[मोऽनुस्वारः (8.3.23)]]
मन्यते न,-
न अधिकम्,-
नाधिकम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
नाधिकम् ततस्,-
नाधिकं ततस्,[[मोऽनुस्वारः (8.3.23)]]
ततस्,-
ततरुँ,[[ससजुषो रुः (8.2.66)]]
ततर्,[[तस्य लोपः (1.3.9)]]
ततः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
यस्मिन् स्थितस्,-
स्थितस् न,-
स्थितरुँ न,[[ससजुषो रुः (8.2.66)]]
स्थितर् न,[[तस्य लोपः (1.3.9)]]
स्थित उ न,[[हशि च (6.1.114)]]
स्थितो न,[[आद्गुणः (6.1.87)]]
न दुःखेन,-
दुःखेन गुरुणा,-
गुरुणा अपि,-
गुरुणापि,[[अकः सवर्णे दीर्घः (6.1.101)]]
गुरुणापि विचाल्यते,-
विचाल्यते,-
