स्थिति,सूत्र
यस् शास्त्रविधिम्,-
यरुँ शास्त्रविधिम्,[[ससजुषो रुः (8.2.66)]]
यर् शास्त्रविधिम्,[[तस्य लोपः (1.3.9)]]
यः शास्त्रविधिम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
यः शास्त्रविधिम्,[[वा शरि (8.3.36)]]
शास्त्रविधिम् उत्सृज्य,-
उत्सृज्य वर्तते,-
वर्तते कामकारतस्,-
कामकारतस्,-
कामकारतरुँ,[[ससजुषो रुः (8.2.66)]]
कामकारतर्,[[तस्य लोपः (1.3.9)]]
कामकारतः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
न सस्,-
सस् सिद्धिम्,-
स सिद्धिम्,[[एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6.1.132)]]
सिद्धिम् अवाप्नोति,-
अवाप्नोति न,-
न सुखम्,-
सुखम् न,-
सुखं न,[[मोऽनुस्वारः (8.3.23)]]
न पराम्,-
पराम् गतिम्,-
परां गतिम्,[[मोऽनुस्वारः (8.3.23)]]
गतिम्,-
