स्थिति,सूत्र
यत् अग्रे,-
यद् अग्रे,[[झलां जशोऽन्ते (8.2.39)]]
अग्रे च,-
च अनुबन्धे,-
चानुबन्धे,[[अकः सवर्णे दीर्घः (6.1.101)]]
चानुबन्धे च,-
च सुखम्,-
सुखम् मोहनम्,-
सुखं मोहनम्,[[मोऽनुस्वारः (8.3.23)]]
मोहनम् आत्मनस्,-
आत्मनस्,-
आत्मनरुँ,[[ससजुषो रुः (8.2.66)]]
आत्मनर्,[[तस्य लोपः (1.3.9)]]
आत्मनः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
निद्रालस्यप्रमादोत्थम् तत्,-
निद्रालस्यप्रमादोत्थं तत्,[[मोऽनुस्वारः (8.3.23)]]
तत् तामसम्,-
तद् तामसम्,[[झलां जशोऽन्ते (8.2.39)]]
तत् तामसम्,[[खरि च (8.4.55)]]
तामसम् उदाहृतम्,-
उदाहृतम्,-
