स्थिति,सूत्र
समस् शत्रौ,-
समरुँ शत्रौ,[[ससजुषो रुः (8.2.66)]]
समर् शत्रौ,[[तस्य लोपः (1.3.9)]]
समः शत्रौ,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
समः शत्रौ,[[वा शरि (8.3.36)]]
शत्रौ च,-
च मित्रे,-
मित्रे च,-
च तथा,-
तथा मानापमानयोस्,-
मानापमानयोस्,-
मानापमानयोरुँ,[[ससजुषो रुः (8.2.66)]]
मानापमानयोर्,[[तस्य लोपः (1.3.9)]]
मानापमानयोः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
शीतोष्णसुखदुःखेषु समस्,-
समस् सङ्गविवर्जितस्,-
समरुँ सङ्गविवर्जितस्,[[ससजुषो रुः (8.2.66)]]
समर् सङ्गविवर्जितस्,[[तस्य लोपः (1.3.9)]]
समः सङ्गविवर्जितस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
समः सङ्गविवर्जितस्,[[वा शरि (8.3.36)]]
सङ्गविवर्जितस्,-
सङ्गविवर्जितरुँ,[[ससजुषो रुः (8.2.66)]]
सङ्गविवर्जितर्,[[तस्य लोपः (1.3.9)]]
सङ्गविवर्जितः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
