स्थिति,सूत्र
अफलाकाङ्क्षिभिस् यज्ञस्,-
अफलाकाङ्क्षिभिरुँ यज्ञस्,[[ससजुषो रुः (8.2.66)]]
अफलाकाङ्क्षिभिर् यज्ञस्,[[तस्य लोपः (1.3.9)]]
यज्ञस् विधिदृष्टस्,-
यज्ञरुँ विधिदृष्टस्,[[ससजुषो रुः (8.2.66)]]
यज्ञर् विधिदृष्टस्,[[तस्य लोपः (1.3.9)]]
यज्ञ उ विधिदृष्टस्,[[हशि च (6.1.114)]]
यज्ञो विधिदृष्टस्,[[आद्गुणः (6.1.87)]]
विधिदृष्टस् यस्,-
विधिदृष्टरुँ यस्,[[ससजुषो रुः (8.2.66)]]
विधिदृष्टर् यस्,[[तस्य लोपः (1.3.9)]]
विधिदृष्ट उ यस्,[[हशि च (6.1.114)]]
विधिदृष्टो यस्,[[आद्गुणः (6.1.87)]]
यस् इज्यते,-
यरुँ इज्यते,[[ससजुषो रुः (8.2.66)]]
यर् इज्यते,[[तस्य लोपः (1.3.9)]]
यय् इज्यते,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
य इज्यते,[[लोपः शाकल्यस्य (8.3.19)]]
इज्यते,-
यष्टव्यम् एव,-
एव इति,-
एवेति,[[आद्गुणः (6.1.87)]]
एवेति मनस्,-
मनस् समाधाय,-
मनरुँ समाधाय,[[ससजुषो रुः (8.2.66)]]
मनर् समाधाय,[[तस्य लोपः (1.3.9)]]
मनः समाधाय,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मनः समाधाय,[[वा शरि (8.3.36)]]
समाधाय सस्,-
सस् सात्त्विकस्,-
स सात्त्विकस्,[[एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6.1.132)]]
सात्त्विकस्,-
सात्त्विकरुँ,[[ससजुषो रुः (8.2.66)]]
सात्त्विकर्,[[तस्य लोपः (1.3.9)]]
सात्त्विकः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
