स्थिति,सूत्र
यस् एनम्,-
यरुँ एनम्,[[ससजुषो रुः (8.2.66)]]
यर् एनम्,[[तस्य लोपः (1.3.9)]]
यय् एनम्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
य एनम्,[[लोपः शाकल्यस्य (8.3.19)]]
एनम् वेत्ति,-
एनं वेत्ति,[[मोऽनुस्वारः (8.3.23)]]
वेत्ति हन्तारम्,-
हन्तारम् यस्,-
हन्तारं यस्,[[मोऽनुस्वारः (8.3.23)]]
यस् च,-
यरुँ च,[[ससजुषो रुः (8.2.66)]]
यर् च,[[तस्य लोपः (1.3.9)]]
यः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
यस् च,[[विसर्जनीयस्य सः (8.3.34)]]
यश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च एनम्,-
चैनम्,[[वृद्धिरेचि (6.1.88)]]
चैनम् मन्यते,-
चैनं मन्यते,[[मोऽनुस्वारः (8.3.23)]]
मन्यते हतम्,-
हतम्,-
उभौ तौ,-
तौ न,-
न विजानीतस्,-
विजानीतस् न,-
विजानीतरुँ न,[[ससजुषो रुः (8.2.66)]]
विजानीतर् न,[[तस्य लोपः (1.3.9)]]
विजानीत उ न,[[हशि च (6.1.114)]]
विजानीतो न,[[आद्गुणः (6.1.87)]]
न अयम्,-
नायम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
नायम् हन्ति,-
नायं हन्ति,[[मोऽनुस्वारः (8.3.23)]]
हन्ति न,-
न हन्यते,-
हन्यते,-
