स्थिति,सूत्र
कामैस् तैस्,-
कामैरुँ तैस्,[[ससजुषो रुः (8.2.66)]]
कामैर् तैस्,[[तस्य लोपः (1.3.9)]]
कामैः तैस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
कामैस् तैस्,[[विसर्जनीयस्य सः (8.3.34)]]
तैस् तैस्,-
तैरुँ तैस्,[[ससजुषो रुः (8.2.66)]]
तैर् तैस्,[[तस्य लोपः (1.3.9)]]
तैः तैस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
तैस् तैस्,[[विसर्जनीयस्य सः (8.3.34)]]
तैस् हृतज्ञानास्,-
तैरुँ हृतज्ञानास्,[[ससजुषो रुः (8.2.66)]]
तैर् हृतज्ञानास्,[[तस्य लोपः (1.3.9)]]
हृतज्ञानास् प्रपद्यन्ते,-
हृतज्ञानारुँ प्रपद्यन्ते,[[ससजुषो रुः (8.2.66)]]
हृतज्ञानार् प्रपद्यन्ते,[[तस्य लोपः (1.3.9)]]
हृतज्ञानाः प्रपद्यन्ते,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
हृतज्ञानाः प्रपद्यन्ते,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
प्रपद्यन्ते अन्यदेवतास्,-
प्रपद्यन्तेऽन्यदेवतास्,[[एङः पदान्तादति (6.1.109)]]
प्रपद्यन्तेऽन्यदेवतास्,-
प्रपद्यन्तेऽन्यदेवतारुँ,[[ससजुषो रुः (8.2.66)]]
प्रपद्यन्तेऽन्यदेवतार्,[[तस्य लोपः (1.3.9)]]
प्रपद्यन्तेऽन्यदेवताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
तम् तम्,-
तं तम्,[[मोऽनुस्वारः (8.3.23)]]
तम् नियमम्,-
तं नियमम्,[[मोऽनुस्वारः (8.3.23)]]
नियमम् आस्थाय,-
आस्थाय प्रकृत्या,-
प्रकृत्या नियतास्,-
नियतास् स्वया,-
नियतारुँ स्वया,[[ससजुषो रुः (8.2.66)]]
नियतार् स्वया,[[तस्य लोपः (1.3.9)]]
नियताः स्वया,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
नियताः स्वया,[[वा शरि (8.3.36)]]
स्वया,-
