स्थिति,सूत्र
तेषाम् ज्ञानी,-
तेषां ज्ञानी,[[मोऽनुस्वारः (8.3.23)]]
ज्ञानी नित्ययुक्तस्,-
नित्ययुक्तस् एकभक्तिस्,-
नित्ययुक्तरुँ एकभक्तिस्,[[ससजुषो रुः (8.2.66)]]
नित्ययुक्तर् एकभक्तिस्,[[तस्य लोपः (1.3.9)]]
नित्ययुक्तय् एकभक्तिस्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
नित्ययुक्त एकभक्तिस्,[[लोपः शाकल्यस्य (8.3.19)]]
एकभक्तिस् विशिष्यते,-
एकभक्तिरुँ विशिष्यते,[[ससजुषो रुः (8.2.66)]]
एकभक्तिर् विशिष्यते,[[तस्य लोपः (1.3.9)]]
विशिष्यते,-
प्रियस् हि,-
प्रियरुँ हि,[[ससजुषो रुः (8.2.66)]]
प्रियर् हि,[[तस्य लोपः (1.3.9)]]
प्रिय उ हि,[[हशि च (6.1.114)]]
प्रियो हि,[[आद्गुणः (6.1.87)]]
हि ज्ञानिनस्,-
ज्ञानिनस् अत्यर्थम्,-
ज्ञानिनरुँ अत्यर्थम्,[[ससजुषो रुः (8.2.66)]]
ज्ञानिनर् अत्यर्थम्,[[तस्य लोपः (1.3.9)]]
ज्ञानिन उ अत्यर्थम्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
ज्ञानिनो अत्यर्थम्,[[आद्गुणः (6.1.87)]]
ज्ञानिनोऽत्यर्थम्,[[एङः पदान्तादति (6.1.109)]]
ज्ञानिनोऽत्यर्थम् अहम्,-
अहम् सस्,-
अहं सस्,[[मोऽनुस्वारः (8.3.23)]]
सस् च,-
स च,[[एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6.1.132)]]
च मम,-
मम प्रियस्,-
प्रियस्,-
प्रियरुँ,[[ससजुषो रुः (8.2.66)]]
प्रियर्,[[तस्य लोपः (1.3.9)]]
प्रियः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
