स्थिति,सूत्र
यत्र काले,-
काले तु,-
तु अनावृत्तिम्,-
त्वनावृत्तिम्,[[इको यणचि (6.1.77)]]
त्वनावृत्तिम् आवृत्तिम्,-
आवृत्तिम् च,-
आवृत्तिं च,[[मोऽनुस्वारः (8.3.23)]]
च एव,-
चैव,[[वृद्धिरेचि (6.1.88)]]
चैव योगिनस्,-
योगिनस्,-
योगिनरुँ,[[ससजुषो रुः (8.2.66)]]
योगिनर्,[[तस्य लोपः (1.3.9)]]
योगिनः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
प्रयातास् यान्ति,-
प्रयातारुँ यान्ति,[[ससजुषो रुः (8.2.66)]]
प्रयातार् यान्ति,[[तस्य लोपः (1.3.9)]]
प्रयाताय् यान्ति,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
प्रयाता यान्ति,[[हलि सर्वेषाम् (8.3.22)]]
यान्ति तम्,-
तम् कालम्,-
तं कालम्,[[मोऽनुस्वारः (8.3.23)]]
कालम् वक्ष्यामि,-
कालं वक्ष्यामि,[[मोऽनुस्वारः (8.3.23)]]
वक्ष्यामि भरतर्षभ,-
भरतर्षभ,-
