स्थिति,सूत्र
तस्य सञ्जनयन्,-
सञ्जनयन् हर्षम्,-
हर्षम् कुरुवृद्धस्,-
हर्षं कुरुवृद्धस्,[[मोऽनुस्वारः (8.3.23)]]
कुरुवृद्धस् पितामहस्,-
कुरुवृद्धरुँ पितामहस्,[[ससजुषो रुः (8.2.66)]]
कुरुवृद्धर् पितामहस्,[[तस्य लोपः (1.3.9)]]
कुरुवृद्धः पितामहस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
कुरुवृद्धः पितामहस्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पितामहस्,-
पितामहरुँ,[[ससजुषो रुः (8.2.66)]]
पितामहर्,[[तस्य लोपः (1.3.9)]]
पितामहः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सिंहनादम् विनद्य,-
सिंहनादं विनद्य,[[मोऽनुस्वारः (8.3.23)]]
विनद्य उच्चैस्,-
विनद्योच्चैस्,[[आद्गुणः (6.1.87)]]
विनद्योच्चैस् शङ्खम्,-
विनद्योच्चैरुँ शङ्खम्,[[ससजुषो रुः (8.2.66)]]
विनद्योच्चैर् शङ्खम्,[[तस्य लोपः (1.3.9)]]
विनद्योच्चैः शङ्खम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
विनद्योच्चैः शङ्खम्,[[वा शरि (8.3.36)]]
शङ्खम् दध्मौ,-
शङ्खं दध्मौ,[[मोऽनुस्वारः (8.3.23)]]
दध्मौ प्रतापवान्,-
प्रतापवान्,-
