स्थिति,सूत्र
श्रेयान् स्वधर्मस्,-
स्वधर्मस् विगुणस्,-
स्वधर्मरुँ विगुणस्,[[ससजुषो रुः (8.2.66)]]
स्वधर्मर् विगुणस्,[[तस्य लोपः (1.3.9)]]
स्वधर्म उ विगुणस्,[[हशि च (6.1.114)]]
स्वधर्मो विगुणस्,[[आद्गुणः (6.1.87)]]
विगुणस् परधर्मात्,-
विगुणरुँ परधर्मात्,[[ससजुषो रुः (8.2.66)]]
विगुणर् परधर्मात्,[[तस्य लोपः (1.3.9)]]
विगुणः परधर्मात्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
विगुणः परधर्मात्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
परधर्मात् स्वनुष्ठितात्,-
परधर्माद् स्वनुष्ठितात्,[[झलां जशोऽन्ते (8.2.39)]]
परधर्मात् स्वनुष्ठितात्,[[खरि च (8.4.55)]]
स्वनुष्ठितात्,-
स्वनुष्ठिताद्,[[झलां जशोऽन्ते (8.2.39)]]
स्वनुष्ठितात्,[[वाऽवसाने (8.4.56)]]
स्वभावनियतम् कर्म,-
स्वभावनियतं कर्म,[[मोऽनुस्वारः (8.3.23)]]
कर्म कुर्वन्,-
कुर्वन् न,-
न आप्नोति,-
नाप्नोति,[[अकः सवर्णे दीर्घः (6.1.101)]]
नाप्नोति किल्बिषम्,-
किल्बिषम्,-
