स्थिति,सूत्र
पश्य आदित्यान्,-
पश्यादित्यान्,[[अकः सवर्णे दीर्घः (6.1.101)]]
पश्यादित्यान् वसून्,-
वसून् रुद्रान्,-
रुद्रान् अश्विनौ,-
अश्विनौ मरुतास्,-
मरुतास् तथा,-
मरुतारुँ तथा,[[ससजुषो रुः (8.2.66)]]
मरुतार् तथा,[[तस्य लोपः (1.3.9)]]
मरुताः तथा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मरुतास् तथा,[[विसर्जनीयस्य सः (8.3.34)]]
तथा,-
बहूनि अदृष्टपूर्वाणि,-
बहून्यदृष्टपूर्वाणि,[[इको यणचि (6.1.77)]]
बहून्यदृष्टपूर्वाणि पश्य,-
पश्य आश्चर्याणि,-
पश्याश्चर्याणि,[[अकः सवर्णे दीर्घः (6.1.101)]]
पश्याश्चर्याणि भारत,-
भारत,-
