स्थिति,सूत्र
ऊर्ध्वमूलम् अधःशाखम्,-
अधःशाखम् अश्वत्थम्,-
अश्वत्थम् प्राहुस्,-
अश्वत्थं प्राहुस्,[[मोऽनुस्वारः (8.3.23)]]
प्राहुस् अव्ययम्,-
प्राहुरुँ अव्ययम्,[[ससजुषो रुः (8.2.66)]]
प्राहुर् अव्ययम्,[[तस्य लोपः (1.3.9)]]
अव्ययम्,-
छन्दांसि यस्य,-
यस्य पर्णानि,-
पर्णानि यस्,-
यस् तम्,-
यरुँ तम्,[[ससजुषो रुः (8.2.66)]]
यर् तम्,[[तस्य लोपः (1.3.9)]]
यः तम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
यस् तम्,[[विसर्जनीयस्य सः (8.3.34)]]
तम् वेद,-
तं वेद,[[मोऽनुस्वारः (8.3.23)]]
वेद सस्,-
सस् वेदवित्,-
स वेदवित्,[[एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6.1.132)]]
वेदवित्,-
वेदविद्,[[झलां जशोऽन्ते (8.2.39)]]
वेदवित्,[[वाऽवसाने (8.4.56)]]
