स्थिति,सूत्र
सहजम् कर्म,-
सहजं कर्म,[[मोऽनुस्वारः (8.3.23)]]
कर्म कौन्तेय,-
कौन्तेय सदोषम्,-
सदोषम् अपि,-
अपि न,-
न त्यजेत्,-
त्यजेत्,-
त्यजेद्,[[झलां जशोऽन्ते (8.2.39)]]
त्यजेत्,[[वाऽवसाने (8.4.56)]]
सर्वारम्भास् हि,-
सर्वारम्भारुँ हि,[[ससजुषो रुः (8.2.66)]]
सर्वारम्भार् हि,[[तस्य लोपः (1.3.9)]]
सर्वारम्भाय् हि,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
सर्वारम्भा हि,[[हलि सर्वेषाम् (8.3.22)]]
हि दोषेण,-
दोषेण धूमेन,-
धूमेन अग्निस्,-
धूमेनाग्निस्,[[अकः सवर्णे दीर्घः (6.1.101)]]
धूमेनाग्निस् इव,-
धूमेनाग्निरुँ इव,[[ससजुषो रुः (8.2.66)]]
धूमेनाग्निर् इव,[[तस्य लोपः (1.3.9)]]
इव आवृतास्,-
इवावृतास्,[[अकः सवर्णे दीर्घः (6.1.101)]]
इवावृतास्,-
इवावृतारुँ,[[ससजुषो रुः (8.2.66)]]
इवावृतार्,[[तस्य लोपः (1.3.9)]]
इवावृताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
