स्थिति,सूत्र
तम् विद्यात्,-
तं विद्यात्,[[मोऽनुस्वारः (8.3.23)]]
विद्यात् दुःखसंयोगवियोगम्,-
विद्याद् दुःखसंयोगवियोगम्,[[झलां जशोऽन्ते (8.2.39)]]
दुःखसंयोगवियोगम् योगसंज्ञितम्,-
दुःखसंयोगवियोगं योगसंज्ञितम्,[[मोऽनुस्वारः (8.3.23)]]
योगसंज्ञितम्,-
सस् निश्चयेन,-
स निश्चयेन,[[एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6.1.132)]]
निश्चयेन योक्तव्यस्,-
योक्तव्यस् योगस्,-
योक्तव्यरुँ योगस्,[[ससजुषो रुः (8.2.66)]]
योक्तव्यर् योगस्,[[तस्य लोपः (1.3.9)]]
योक्तव्य उ योगस्,[[हशि च (6.1.114)]]
योक्तव्यो योगस्,[[आद्गुणः (6.1.87)]]
योगस् अनिर्विण्णचेतसा,-
योगरुँ अनिर्विण्णचेतसा,[[ससजुषो रुः (8.2.66)]]
योगर् अनिर्विण्णचेतसा,[[तस्य लोपः (1.3.9)]]
योग उ अनिर्विण्णचेतसा,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
योगो अनिर्विण्णचेतसा,[[आद्गुणः (6.1.87)]]
योगोऽनिर्विण्णचेतसा,[[एङः पदान्तादति (6.1.109)]]
योगोऽनिर्विण्णचेतसा,-
