स्थिति,सूत्र
मनस् प्रसादस्,-
मनरुँ प्रसादस्,[[ससजुषो रुः (8.2.66)]]
मनर् प्रसादस्,[[तस्य लोपः (1.3.9)]]
मनः प्रसादस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मनः प्रसादस्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
प्रसादस् सौम्यत्वम्,-
प्रसादरुँ सौम्यत्वम्,[[ससजुषो रुः (8.2.66)]]
प्रसादर् सौम्यत्वम्,[[तस्य लोपः (1.3.9)]]
प्रसादः सौम्यत्वम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
प्रसादः सौम्यत्वम्,[[वा शरि (8.3.36)]]
सौम्यत्वम् मौनम्,-
सौम्यत्वं मौनम्,[[मोऽनुस्वारः (8.3.23)]]
मौनम् आत्मविनिग्रहस्,-
आत्मविनिग्रहस्,-
आत्मविनिग्रहरुँ,[[ससजुषो रुः (8.2.66)]]
आत्मविनिग्रहर्,[[तस्य लोपः (1.3.9)]]
आत्मविनिग्रहः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
भावसंशुद्धिस् इति,-
भावसंशुद्धिरुँ इति,[[ससजुषो रुः (8.2.66)]]
भावसंशुद्धिर् इति,[[तस्य लोपः (1.3.9)]]
इति एतत्,-
इत्येतत्,[[इको यणचि (6.1.77)]]
इत्येतत् तपस्,-
इत्येतद् तपस्,[[झलां जशोऽन्ते (8.2.39)]]
इत्येतत् तपस्,[[खरि च (8.4.55)]]
तपस् मानसम्,-
तपरुँ मानसम्,[[ससजुषो रुः (8.2.66)]]
तपर् मानसम्,[[तस्य लोपः (1.3.9)]]
तप उ मानसम्,[[हशि च (6.1.114)]]
तपो मानसम्,[[आद्गुणः (6.1.87)]]
मानसम् उच्यते,-
उच्यते,-
