स्थिति,सूत्र
अन्तवत् तु,-
अन्तवद् तु,[[झलां जशोऽन्ते (8.2.39)]]
अन्तवत् तु,[[खरि च (8.4.55)]]
तु फलम्,-
फलम् तेषाम्,-
फलं तेषाम्,[[मोऽनुस्वारः (8.3.23)]]
तेषाम् तत्,-
तेषां तत्,[[मोऽनुस्वारः (8.3.23)]]
तत् भवति,-
तद् भवति,[[झलां जशोऽन्ते (8.2.39)]]
भवति अल्पमेधसाम्,-
भवत्यल्पमेधसाम्,[[इको यणचि (6.1.77)]]
भवत्यल्पमेधसाम्,-
देवान् देवयजस्,-
देवयजस् यान्ति,-
देवयजरुँ यान्ति,[[ससजुषो रुः (8.2.66)]]
देवयजर् यान्ति,[[तस्य लोपः (1.3.9)]]
देवयज उ यान्ति,[[हशि च (6.1.114)]]
देवयजो यान्ति,[[आद्गुणः (6.1.87)]]
यान्ति मत्,-
मत् भक्तास्,-
मद् भक्तास्,[[झलां जशोऽन्ते (8.2.39)]]
भक्तास् यान्ति,-
भक्तारुँ यान्ति,[[ससजुषो रुः (8.2.66)]]
भक्तार् यान्ति,[[तस्य लोपः (1.3.9)]]
भक्ताय् यान्ति,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
भक्ता यान्ति,[[हलि सर्वेषाम् (8.3.22)]]
यान्ति माम्,-
माम् अपि,-
अपि,-
