स्थिति,सूत्र
न वेदयज्ञाध्ययनैस्,-
वेदयज्ञाध्ययनैस् न,-
वेदयज्ञाध्ययनैरुँ न,[[ससजुषो रुः (8.2.66)]]
वेदयज्ञाध्ययनैर् न,[[तस्य लोपः (1.3.9)]]
न दानैस्,-
दानैस् न,-
दानैरुँ न,[[ससजुषो रुः (8.2.66)]]
दानैर् न,[[तस्य लोपः (1.3.9)]]
न च,-
च क्रियाभिस्,-
क्रियाभिस् न,-
क्रियाभिरुँ न,[[ससजुषो रुः (8.2.66)]]
क्रियाभिर् न,[[तस्य लोपः (1.3.9)]]
न तपोभिस्,-
तपोभिस् उग्रैस्,-
तपोभिरुँ उग्रैस्,[[ससजुषो रुः (8.2.66)]]
तपोभिर् उग्रैस्,[[तस्य लोपः (1.3.9)]]
उग्रैस्,-
उग्रैरुँ,[[ससजुषो रुः (8.2.66)]]
उग्रैर्,[[तस्य लोपः (1.3.9)]]
उग्रैः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
एवम् रूपस्,-
एवं रूपस्,[[मोऽनुस्वारः (8.3.23)]]
रूपस् शक्यस्,-
रूपरुँ शक्यस्,[[ससजुषो रुः (8.2.66)]]
रूपर् शक्यस्,[[तस्य लोपः (1.3.9)]]
रूपः शक्यस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
रूपः शक्यस्,[[वा शरि (8.3.36)]]
शक्यस् अहम्,-
शक्यरुँ अहम्,[[ससजुषो रुः (8.2.66)]]
शक्यर् अहम्,[[तस्य लोपः (1.3.9)]]
शक्य उ अहम्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
शक्यो अहम्,[[आद्गुणः (6.1.87)]]
शक्योऽहम्,[[एङः पदान्तादति (6.1.109)]]
शक्योऽहम् नृलोके,-
शक्योऽहं नृलोके,[[मोऽनुस्वारः (8.3.23)]]
नृलोके द्रष्टुम्,-
द्रष्टुम् त्वत्,-
द्रष्टुं त्वत्,[[मोऽनुस्वारः (8.3.23)]]
त्वत् अन्येन,-
त्वद् अन्येन,[[झलां जशोऽन्ते (8.2.39)]]
अन्येन कुरुप्रवीर,-
कुरुप्रवीर,-
