स्थिति,सूत्र
भयात् रणात्,-
भयाद् रणात्,[[झलां जशोऽन्ते (8.2.39)]]
रणात् उपरतम्,-
रणाद् उपरतम्,[[झलां जशोऽन्ते (8.2.39)]]
उपरतम् मंस्यन्ते,-
उपरतं मंस्यन्ते,[[मोऽनुस्वारः (8.3.23)]]
मंस्यन्ते त्वाम्,-
त्वाम् महारथास्,-
त्वां महारथास्,[[मोऽनुस्वारः (8.3.23)]]
महारथास्,-
महारथारुँ,[[ससजुषो रुः (8.2.66)]]
महारथार्,[[तस्य लोपः (1.3.9)]]
महारथाः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
येषाम् च,-
येषां च,[[मोऽनुस्वारः (8.3.23)]]
च त्वम्,-
त्वम् बहुमतस्,-
त्वं बहुमतस्,[[मोऽनुस्वारः (8.3.23)]]
बहुमतस् भूत्वा,-
बहुमतरुँ भूत्वा,[[ससजुषो रुः (8.2.66)]]
बहुमतर् भूत्वा,[[तस्य लोपः (1.3.9)]]
बहुमत उ भूत्वा,[[हशि च (6.1.114)]]
बहुमतो भूत्वा,[[आद्गुणः (6.1.87)]]
भूत्वा यास्यसि,-
यास्यसि लाघवम्,-
लाघवम्,-
