स्थिति,सूत्र
इति गुह्यतमम्,-
गुह्यतमम् शास्त्रम्,-
गुह्यतमं शास्त्रम्,[[मोऽनुस्वारः (8.3.23)]]
शास्त्रम् इदम्,-
इदम् उक्तम्,-
उक्तम् मया,-
उक्तं मया,[[मोऽनुस्वारः (8.3.23)]]
मया अनघ,-
मयानघ,[[अकः सवर्णे दीर्घः (6.1.101)]]
मयानघ,-
एतत् बुद्ध्वा,-
एतद् बुद्ध्वा,[[झलां जशोऽन्ते (8.2.39)]]
बुद्ध्वा बुद्धिमान्,-
बुद्धिमान् स्यात्,-
स्यात् कृतकृत्यस्,-
स्याद् कृतकृत्यस्,[[झलां जशोऽन्ते (8.2.39)]]
स्यात् कृतकृत्यस्,[[खरि च (8.4.55)]]
कृतकृत्यस् च,-
कृतकृत्यरुँ च,[[ससजुषो रुः (8.2.66)]]
कृतकृत्यर् च,[[तस्य लोपः (1.3.9)]]
कृतकृत्यः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
कृतकृत्यस् च,[[विसर्जनीयस्य सः (8.3.34)]]
कृतकृत्यश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च भारत,-
भारत,-
