स्थिति,सूत्र
कर्मणस् हि,-
कर्मणरुँ हि,[[ससजुषो रुः (8.2.66)]]
कर्मणर् हि,[[तस्य लोपः (1.3.9)]]
कर्मण उ हि,[[हशि च (6.1.114)]]
कर्मणो हि,[[आद्गुणः (6.1.87)]]
हि अपि,-
ह्यपि,[[इको यणचि (6.1.77)]]
ह्यपि बोद्धव्यम्,-
बोद्धव्यम् बोद्धव्यम्,-
बोद्धव्यं बोद्धव्यम्,[[मोऽनुस्वारः (8.3.23)]]
बोद्धव्यम् च,-
बोद्धव्यं च,[[मोऽनुस्वारः (8.3.23)]]
च विकर्मणस्,-
विकर्मणस्,-
विकर्मणरुँ,[[ससजुषो रुः (8.2.66)]]
विकर्मणर्,[[तस्य लोपः (1.3.9)]]
विकर्मणः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
अकर्मणस् च,-
अकर्मणरुँ च,[[ससजुषो रुः (8.2.66)]]
अकर्मणर् च,[[तस्य लोपः (1.3.9)]]
अकर्मणः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
अकर्मणस् च,[[विसर्जनीयस्य सः (8.3.34)]]
अकर्मणश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च बोद्धव्यम्,-
बोद्धव्यम् गहना,-
बोद्धव्यं गहना,[[मोऽनुस्वारः (8.3.23)]]
गहना कर्मणस्,-
कर्मणस् गतिस्,-
कर्मणरुँ गतिस्,[[ससजुषो रुः (8.2.66)]]
कर्मणर् गतिस्,[[तस्य लोपः (1.3.9)]]
कर्मण उ गतिस्,[[हशि च (6.1.114)]]
कर्मणो गतिस्,[[आद्गुणः (6.1.87)]]
गतिस्,-
गतिरुँ,[[ससजुषो रुः (8.2.66)]]
गतिर्,[[तस्य लोपः (1.3.9)]]
गतिः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
