स्थिति,सूत्र
इष्टान् भोगान्,-
भोगान् हि,-
हि वस्,-
वस् देवास्,-
वरुँ देवास्,[[ससजुषो रुः (8.2.66)]]
वर् देवास्,[[तस्य लोपः (1.3.9)]]
व उ देवास्,[[हशि च (6.1.114)]]
वो देवास्,[[आद्गुणः (6.1.87)]]
देवास् दास्यन्ते,-
देवारुँ दास्यन्ते,[[ससजुषो रुः (8.2.66)]]
देवार् दास्यन्ते,[[तस्य लोपः (1.3.9)]]
देवाय् दास्यन्ते,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
देवा दास्यन्ते,[[हलि सर्वेषाम् (8.3.22)]]
दास्यन्ते यज्ञभावितास्,-
यज्ञभावितास्,-
यज्ञभावितारुँ,[[ससजुषो रुः (8.2.66)]]
यज्ञभावितार्,[[तस्य लोपः (1.3.9)]]
यज्ञभाविताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
तैस् दत्तान्,-
तैरुँ दत्तान्,[[ससजुषो रुः (8.2.66)]]
तैर् दत्तान्,[[तस्य लोपः (1.3.9)]]
दत्तान् अप्रदाय,-
अप्रदाय एभ्यस्,-
अप्रदायैभ्यस्,[[वृद्धिरेचि (6.1.88)]]
अप्रदायैभ्यस् यस्,-
अप्रदायैभ्यरुँ यस्,[[ससजुषो रुः (8.2.66)]]
अप्रदायैभ्यर् यस्,[[तस्य लोपः (1.3.9)]]
अप्रदायैभ्य उ यस्,[[हशि च (6.1.114)]]
अप्रदायैभ्यो यस्,[[आद्गुणः (6.1.87)]]
यस् भुङ्क्ते,-
यरुँ भुङ्क्ते,[[ससजुषो रुः (8.2.66)]]
यर् भुङ्क्ते,[[तस्य लोपः (1.3.9)]]
य उ भुङ्क्ते,[[हशि च (6.1.114)]]
यो भुङ्क्ते,[[आद्गुणः (6.1.87)]]
भुङ्क्ते स्तेनस्,-
स्तेनस् एव,-
स्तेनरुँ एव,[[ससजुषो रुः (8.2.66)]]
स्तेनर् एव,[[तस्य लोपः (1.3.9)]]
स्तेनय् एव,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
स्तेन एव,[[लोपः शाकल्यस्य (8.3.19)]]
एव सस्,-
सस्,-
सरुँ,[[ससजुषो रुः (8.2.66)]]
सर्,[[तस्य लोपः (1.3.9)]]
सः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
