स्थिति,सूत्र
सत्त्वम् सुखे,-
सत्त्वं सुखे,[[मोऽनुस्वारः (8.3.23)]]
सुखे सञ्जयति,-
सञ्जयति रजस्,-
रजस् कर्मणि,-
रजरुँ कर्मणि,[[ससजुषो रुः (8.2.66)]]
रजर् कर्मणि,[[तस्य लोपः (1.3.9)]]
रजः कर्मणि,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
रजः कर्मणि,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कर्मणि भारत,-
भारत,-
ज्ञानम् आवृत्य,-
आवृत्य तु,-
तु तमस्,-
तमस् प्रमादे,-
तमरुँ प्रमादे,[[ससजुषो रुः (8.2.66)]]
तमर् प्रमादे,[[तस्य लोपः (1.3.9)]]
तमः प्रमादे,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
तमः प्रमादे,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
प्रमादे सञ्जयति,-
सञ्जयति उत,-
सञ्जयत्युत,[[इको यणचि (6.1.77)]]
सञ्जयत्युत,-
