स्थिति,सूत्र
चिन्ताम् अपरिमेयाम्,-
अपरिमेयाम् च,-
अपरिमेयां च,[[मोऽनुस्वारः (8.3.23)]]
च प्रलयान्ताम्,-
प्रलयान्ताम् उपाश्रितास्,-
उपाश्रितास्,-
उपाश्रितारुँ,[[ससजुषो रुः (8.2.66)]]
उपाश्रितार्,[[तस्य लोपः (1.3.9)]]
उपाश्रिताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
कामोपभोगपरमास् एतावत्,-
कामोपभोगपरमारुँ एतावत्,[[ससजुषो रुः (8.2.66)]]
कामोपभोगपरमार् एतावत्,[[तस्य लोपः (1.3.9)]]
कामोपभोगपरमाय् एतावत्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
कामोपभोगपरमा एतावत्,[[लोपः शाकल्यस्य (8.3.19)]]
एतावत् इति,-
एतावद् इति,[[झलां जशोऽन्ते (8.2.39)]]
इति निश्चितास्,-
निश्चितास्,-
निश्चितारुँ,[[ससजुषो रुः (8.2.66)]]
निश्चितार्,[[तस्य लोपः (1.3.9)]]
निश्चिताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
