स्थिति,सूत्र
बुद्धिस् ज्ञानम्,-
बुद्धिरुँ ज्ञानम्,[[ससजुषो रुः (8.2.66)]]
बुद्धिर् ज्ञानम्,[[तस्य लोपः (1.3.9)]]
ज्ञानम् असम्मोहस्,-
असम्मोहस् क्षमा,-
असम्मोहरुँ क्षमा,[[ससजुषो रुः (8.2.66)]]
असम्मोहर् क्षमा,[[तस्य लोपः (1.3.9)]]
असम्मोहः क्षमा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
असम्मोहः क्षमा,[[शर्परे विसर्जनीयः (8.3.35)]]
क्षमा सत्यम्,-
सत्यम् दमस्,-
सत्यं दमस्,[[मोऽनुस्वारः (8.3.23)]]
दमस् शमस्,-
दमरुँ शमस्,[[ससजुषो रुः (8.2.66)]]
दमर् शमस्,[[तस्य लोपः (1.3.9)]]
दमः शमस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
दमः शमस्,[[वा शरि (8.3.36)]]
शमस्,-
शमरुँ,[[ससजुषो रुः (8.2.66)]]
शमर्,[[तस्य लोपः (1.3.9)]]
शमः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सुखम् दुःखम्,-
सुखं दुःखम्,[[मोऽनुस्वारः (8.3.23)]]
दुःखम् भवस्,-
दुःखं भवस्,[[मोऽनुस्वारः (8.3.23)]]
भवस् अभावस्,-
भवरुँ अभावस्,[[ससजुषो रुः (8.2.66)]]
भवर् अभावस्,[[तस्य लोपः (1.3.9)]]
भव उ अभावस्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
भवो अभावस्,[[आद्गुणः (6.1.87)]]
भवोऽभावस्,[[एङः पदान्तादति (6.1.109)]]
भवोऽभावस् भयम्,-
भवोऽभावरुँ भयम्,[[ससजुषो रुः (8.2.66)]]
भवोऽभावर् भयम्,[[तस्य लोपः (1.3.9)]]
भवोऽभाव उ भयम्,[[हशि च (6.1.114)]]
भवोऽभावो भयम्,[[आद्गुणः (6.1.87)]]
भयम् च,-
भयं च,[[मोऽनुस्वारः (8.3.23)]]
च अभयम्,-
चाभयम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
चाभयम् एव,-
एव च,-
च,-
