स्थिति,सूत्र
अनाश्रितस् कर्मफलम्,-
अनाश्रितरुँ कर्मफलम्,[[ससजुषो रुः (8.2.66)]]
अनाश्रितर् कर्मफलम्,[[तस्य लोपः (1.3.9)]]
अनाश्रितः कर्मफलम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
अनाश्रितः कर्मफलम्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कर्मफलम् कार्यम्,-
कर्मफलं कार्यम्,[[मोऽनुस्वारः (8.3.23)]]
कार्यम् कर्म,-
कार्यं कर्म,[[मोऽनुस्वारः (8.3.23)]]
कर्म करोति,-
करोति यस्,-
यस्,-
यरुँ,[[ससजुषो रुः (8.2.66)]]
यर्,[[तस्य लोपः (1.3.9)]]
यः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सस् संन्यासी,-
स संन्यासी,[[एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6.1.132)]]
संन्यासी च,-
च योगी,-
योगी च,-
च न,-
न निरग्निस्,-
निरग्निस् न,-
निरग्निरुँ न,[[ससजुषो रुः (8.2.66)]]
निरग्निर् न,[[तस्य लोपः (1.3.9)]]
न च,-
च अक्रियस्,-
चाक्रियस्,[[अकः सवर्णे दीर्घः (6.1.101)]]
चाक्रियस्,-
चाक्रियरुँ,[[ससजुषो रुः (8.2.66)]]
चाक्रियर्,[[तस्य लोपः (1.3.9)]]
चाक्रियः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
