स्थिति,सूत्र
मयि आवेश्य,-
मय्यावेश्य,[[इको यणचि (6.1.77)]]
मय्यावेश्य मनस्,-
मनस् ये,-
मनरुँ ये,[[ससजुषो रुः (8.2.66)]]
मनर् ये,[[तस्य लोपः (1.3.9)]]
मन उ ये,[[हशि च (6.1.114)]]
मनो ये,[[आद्गुणः (6.1.87)]]
ये माम्,-
माम् नित्ययुक्तास्,-
मां नित्ययुक्तास्,[[मोऽनुस्वारः (8.3.23)]]
नित्ययुक्तास् उपासते,-
नित्ययुक्तारुँ उपासते,[[ससजुषो रुः (8.2.66)]]
नित्ययुक्तार् उपासते,[[तस्य लोपः (1.3.9)]]
नित्ययुक्ताय् उपासते,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
नित्ययुक्ता उपासते,[[लोपः शाकल्यस्य (8.3.19)]]
उपासते,-
श्रद्धया परया,-
परया उपेतास्,-
परयोपेतास्,[[आद्गुणः (6.1.87)]]
परयोपेतास् ते,-
परयोपेतारुँ ते,[[ससजुषो रुः (8.2.66)]]
परयोपेतार् ते,[[तस्य लोपः (1.3.9)]]
परयोपेताः ते,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
परयोपेतास् ते,[[विसर्जनीयस्य सः (8.3.34)]]
ते मे,-
मे युक्ततमास्,-
युक्ततमास् मतास्,-
युक्ततमारुँ मतास्,[[ससजुषो रुः (8.2.66)]]
युक्ततमार् मतास्,[[तस्य लोपः (1.3.9)]]
युक्ततमाय् मतास्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
युक्ततमा मतास्,[[हलि सर्वेषाम् (8.3.22)]]
मतास्,-
मतारुँ,[[ससजुषो रुः (8.2.66)]]
मतार्,[[तस्य लोपः (1.3.9)]]
मताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
