स्थिति,सूत्र
जितात्मनस् प्रशान्तस्य,-
जितात्मनरुँ प्रशान्तस्य,[[ससजुषो रुः (8.2.66)]]
जितात्मनर् प्रशान्तस्य,[[तस्य लोपः (1.3.9)]]
जितात्मनः प्रशान्तस्य,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
जितात्मनः प्रशान्तस्य,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
प्रशान्तस्य परमात्मा,-
परमात्मा समाहितस्,-
समाहितस्,-
समाहितरुँ,[[ससजुषो रुः (8.2.66)]]
समाहितर्,[[तस्य लोपः (1.3.9)]]
समाहितः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
शीतोष्णसुखदुःखेषु तथा,-
तथा मानापमानयोस्,-
मानापमानयोस्,-
मानापमानयोरुँ,[[ससजुषो रुः (8.2.66)]]
मानापमानयोर्,[[तस्य लोपः (1.3.9)]]
मानापमानयोः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
