स्थिति,सूत्र
त्यक्त्वा कर्मफलासङ्गम्,-
कर्मफलासङ्गम् नित्यतृप्तस्,-
कर्मफलासङ्गं नित्यतृप्तस्,[[मोऽनुस्वारः (8.3.23)]]
नित्यतृप्तस् निराश्रयस्,-
नित्यतृप्तरुँ निराश्रयस्,[[ससजुषो रुः (8.2.66)]]
नित्यतृप्तर् निराश्रयस्,[[तस्य लोपः (1.3.9)]]
नित्यतृप्त उ निराश्रयस्,[[हशि च (6.1.114)]]
नित्यतृप्तो निराश्रयस्,[[आद्गुणः (6.1.87)]]
निराश्रयस्,-
निराश्रयरुँ,[[ससजुषो रुः (8.2.66)]]
निराश्रयर्,[[तस्य लोपः (1.3.9)]]
निराश्रयः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
कर्मणि अभिप्रवृत्तस्,-
कर्मण्यभिप्रवृत्तस्,[[इको यणचि (6.1.77)]]
कर्मण्यभिप्रवृत्तस् अपि,-
कर्मण्यभिप्रवृत्तरुँ अपि,[[ससजुषो रुः (8.2.66)]]
कर्मण्यभिप्रवृत्तर् अपि,[[तस्य लोपः (1.3.9)]]
कर्मण्यभिप्रवृत्त उ अपि,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
कर्मण्यभिप्रवृत्तो अपि,[[आद्गुणः (6.1.87)]]
कर्मण्यभिप्रवृत्तोऽपि,[[एङः पदान्तादति (6.1.109)]]
कर्मण्यभिप्रवृत्तोऽपि न,-
न एव,-
नैव,[[वृद्धिरेचि (6.1.88)]]
नैव किञ्चित्,-
किञ्चित् करोति,-
किञ्चिद् करोति,[[झलां जशोऽन्ते (8.2.39)]]
किञ्चित् करोति,[[खरि च (8.4.55)]]
करोति सस्,-
सस्,-
सरुँ,[[ससजुषो रुः (8.2.66)]]
सर्,[[तस्य लोपः (1.3.9)]]
सः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
