स्थिति,सूत्र
यान्ति देवव्रतास्,-
देवव्रतास् देवान्,-
देवव्रतारुँ देवान्,[[ससजुषो रुः (8.2.66)]]
देवव्रतार् देवान्,[[तस्य लोपः (1.3.9)]]
देवव्रताय् देवान्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
देवव्रता देवान्,[[हलि सर्वेषाम् (8.3.22)]]
देवान् पितॄन्,-
पितॄन् यान्ति,-
यान्ति पितृव्रतास्,-
पितृव्रतास्,-
पितृव्रतारुँ,[[ससजुषो रुः (8.2.66)]]
पितृव्रतार्,[[तस्य लोपः (1.3.9)]]
पितृव्रताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
भूतानि यान्ति,-
यान्ति भूतेज्यास्,-
भूतेज्यास् यान्ति,-
भूतेज्यारुँ यान्ति,[[ससजुषो रुः (8.2.66)]]
भूतेज्यार् यान्ति,[[तस्य लोपः (1.3.9)]]
भूतेज्याय् यान्ति,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
भूतेज्या यान्ति,[[हलि सर्वेषाम् (8.3.22)]]
यान्ति मत्,-
मत् याजिनस्,-
मद् याजिनस्,[[झलां जशोऽन्ते (8.2.39)]]
याजिनस् अपि,-
याजिनरुँ अपि,[[ससजुषो रुः (8.2.66)]]
याजिनर् अपि,[[तस्य लोपः (1.3.9)]]
याजिन उ अपि,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
याजिनो अपि,[[आद्गुणः (6.1.87)]]
याजिनोऽपि,[[एङः पदान्तादति (6.1.109)]]
याजिनोऽपि माम्,-
माम्,-
