स्थिति,सूत्र
प्रवृत्तिम् च,-
प्रवृत्तिं च,[[मोऽनुस्वारः (8.3.23)]]
च निवृत्तिम्,-
निवृत्तिम् च,-
निवृत्तिं च,[[मोऽनुस्वारः (8.3.23)]]
च कार्याकार्ये,-
कार्याकार्ये भयाभये,-
भयाभये,-
बन्धम् मोक्षम्,-
बन्धं मोक्षम्,[[मोऽनुस्वारः (8.3.23)]]
मोक्षम् च,-
मोक्षं च,[[मोऽनुस्वारः (8.3.23)]]
च या,-
या वेत्ति,-
वेत्ति बुद्धिस्,-
बुद्धिस् सा,-
बुद्धिरुँ सा,[[ससजुषो रुः (8.2.66)]]
बुद्धिर् सा,[[तस्य लोपः (1.3.9)]]
बुद्धिः सा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
बुद्धिः सा,[[वा शरि (8.3.36)]]
सा पार्थ,-
पार्थ सात्त्विकी,-
सात्त्विकी,-
