स्थिति,सूत्र
दैवी सम्पत्,-
सम्पत् विमोक्षाय,-
सम्पद् विमोक्षाय,[[झलां जशोऽन्ते (8.2.39)]]
विमोक्षाय निबन्धाय,-
निबन्धाय आसुरी,-
निबन्धायासुरी,[[अकः सवर्णे दीर्घः (6.1.101)]]
निबन्धायासुरी मता,-
मता,-
मा शुचस्,-
शुचस् सम्पदम्,-
शुचरुँ सम्पदम्,[[ससजुषो रुः (8.2.66)]]
शुचर् सम्पदम्,[[तस्य लोपः (1.3.9)]]
शुचः सम्पदम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
शुचः सम्पदम्,[[वा शरि (8.3.36)]]
सम्पदम् दैवीम्,-
सम्पदं दैवीम्,[[मोऽनुस्वारः (8.3.23)]]
दैवीम् अभिजातस्,-
अभिजातस् असि,-
अभिजातरुँ असि,[[ससजुषो रुः (8.2.66)]]
अभिजातर् असि,[[तस्य लोपः (1.3.9)]]
अभिजात उ असि,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
अभिजातो असि,[[आद्गुणः (6.1.87)]]
अभिजातोऽसि,[[एङः पदान्तादति (6.1.109)]]
अभिजातोऽसि पाण्डव,-
पाण्डव,-
