स्थिति,सूत्र
अथ व्यवस्थितान्,-
व्यवस्थितान् दृष्ट्वा,-
दृष्ट्वा धार्तराष्ट्रान्,-
धार्तराष्ट्रान् कपिध्वजस्,-
कपिध्वजस्,-
कपिध्वजरुँ,[[ससजुषो रुः (8.2.66)]]
कपिध्वजर्,[[तस्य लोपः (1.3.9)]]
कपिध्वजः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
प्रवृत्ते शस्त्रसम्पाते,-
शस्त्रसम्पाते धनुस्,-
धनुस् उद्यम्य,-
धनुरुँ उद्यम्य,[[ससजुषो रुः (8.2.66)]]
धनुर् उद्यम्य,[[तस्य लोपः (1.3.9)]]
उद्यम्य पाण्डवस्,-
पाण्डवस्,-
पाण्डवरुँ,[[ससजुषो रुः (8.2.66)]]
पाण्डवर्,[[तस्य लोपः (1.3.9)]]
पाण्डवः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
