स्थिति,सूत्र
एवम् उक्त्वा,-
उक्त्वा हृषीकेशम्,-
हृषीकेशम् गुडाकेशस्,-
हृषीकेशं गुडाकेशस्,[[मोऽनुस्वारः (8.3.23)]]
गुडाकेशस् परन्तप,-
गुडाकेशरुँ परन्तप,[[ससजुषो रुः (8.2.66)]]
गुडाकेशर् परन्तप,[[तस्य लोपः (1.3.9)]]
गुडाकेशः परन्तप,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
गुडाकेशः परन्तप,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
परन्तप,-
न योत्स्ये,-
योत्स्ये इति,-
योत्स्यय् इति,[[एचोऽयवायावः (6.1.78)]]
योत्स्य इति,[[लोपः शाकल्यस्य (8.3.19)]]
इति गोविन्दम्,-
गोविन्दम् उक्त्वा,-
उक्त्वा तूष्णीम्,-
तूष्णीम् बभूव,-
तूष्णीं बभूव,[[मोऽनुस्वारः (8.3.23)]]
बभूव ह,-
ह,-
