स्थिति,सूत्र
परम् भूयस्,-
परं भूयस्,[[मोऽनुस्वारः (8.3.23)]]
भूयस् प्रवक्ष्यामि,-
भूयरुँ प्रवक्ष्यामि,[[ससजुषो रुः (8.2.66)]]
भूयर् प्रवक्ष्यामि,[[तस्य लोपः (1.3.9)]]
भूयः प्रवक्ष्यामि,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
भूयः प्रवक्ष्यामि,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
प्रवक्ष्यामि ज्ञानानाम्,-
ज्ञानानाम् ज्ञानम्,-
ज्ञानानां ज्ञानम्,[[मोऽनुस्वारः (8.3.23)]]
ज्ञानम् उत्तमम्,-
उत्तमम्,-
यत् ज्ञात्वा,-
यद् ज्ञात्वा,[[झलां जशोऽन्ते (8.2.39)]]
यज् ज्ञात्वा,[[स्तोः श्चुना श्चुः (8.4.40)]]
ज्ञात्वा मुनयस्,-
मुनयस् सर्वे,-
मुनयरुँ सर्वे,[[ससजुषो रुः (8.2.66)]]
मुनयर् सर्वे,[[तस्य लोपः (1.3.9)]]
मुनयः सर्वे,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मुनयः सर्वे,[[वा शरि (8.3.36)]]
सर्वे पराम्,-
पराम् सिद्धिम्,-
परां सिद्धिम्,[[मोऽनुस्वारः (8.3.23)]]
सिद्धिम् इतस्,-
इतस् गतास्,-
इतरुँ गतास्,[[ससजुषो रुः (8.2.66)]]
इतर् गतास्,[[तस्य लोपः (1.3.9)]]
इत उ गतास्,[[हशि च (6.1.114)]]
इतो गतास्,[[आद्गुणः (6.1.87)]]
गतास्,-
गतारुँ,[[ससजुषो रुः (8.2.66)]]
गतार्,[[तस्य लोपः (1.3.9)]]
गताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
