स्थिति,सूत्र
बहिरन्तस् च,-
बहिरन्तरुँ च,[[ससजुषो रुः (8.2.66)]]
बहिरन्तर् च,[[तस्य लोपः (1.3.9)]]
बहिरन्तः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
बहिरन्तस् च,[[विसर्जनीयस्य सः (8.3.34)]]
बहिरन्तश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च भूतानाम्,-
भूतानाम् अचरम्,-
अचरम् चरम्,-
अचरं चरम्,[[मोऽनुस्वारः (8.3.23)]]
चरम् एव,-
एव च,-
च,-
सूक्ष्मत्वात् तत्,-
सूक्ष्मत्वाद् तत्,[[झलां जशोऽन्ते (8.2.39)]]
सूक्ष्मत्वात् तत्,[[खरि च (8.4.55)]]
तत् अविज्ञेयम्,-
तद् अविज्ञेयम्,[[झलां जशोऽन्ते (8.2.39)]]
अविज्ञेयम् दूरस्थम्,-
अविज्ञेयं दूरस्थम्,[[मोऽनुस्वारः (8.3.23)]]
दूरस्थम् च,-
दूरस्थं च,[[मोऽनुस्वारः (8.3.23)]]
च अन्तिके,-
चान्तिके,[[अकः सवर्णे दीर्घः (6.1.101)]]
चान्तिके च,-
च तत्,-
तत्,-
तद्,[[झलां जशोऽन्ते (8.2.39)]]
तत्,[[वाऽवसाने (8.4.56)]]
