स्थिति,सूत्र
उत्सीदेयुस् इमे,-
उत्सीदेयुरुँ इमे,[[ससजुषो रुः (8.2.66)]]
उत्सीदेयुर् इमे,[[तस्य लोपः (1.3.9)]]
इमे लोकास्,-
लोकास् न,-
लोकारुँ न,[[ससजुषो रुः (8.2.66)]]
लोकार् न,[[तस्य लोपः (1.3.9)]]
लोकाय् न,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
लोका न,[[हलि सर्वेषाम् (8.3.22)]]
न कुर्याम्,-
कुर्याम् कर्म,-
कुर्यां कर्म,[[मोऽनुस्वारः (8.3.23)]]
कर्म चेत्,-
चेत् अहम्,-
चेद् अहम्,[[झलां जशोऽन्ते (8.2.39)]]
अहम्,-
सङ्करस्य च,-
च कर्ता,-
कर्ता स्याम्,-
स्याम् उपहन्याम्,-
उपहन्याम् इमास्,-
इमास् प्रजास्,-
इमारुँ प्रजास्,[[ससजुषो रुः (8.2.66)]]
इमार् प्रजास्,[[तस्य लोपः (1.3.9)]]
इमाः प्रजास्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
इमाः प्रजास्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
प्रजास्,-
प्रजारुँ,[[ससजुषो रुः (8.2.66)]]
प्रजार्,[[तस्य लोपः (1.3.9)]]
प्रजाः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
