स्थिति,सूत्र
योगस्थस् कुरु,-
योगस्थरुँ कुरु,[[ससजुषो रुः (8.2.66)]]
योगस्थर् कुरु,[[तस्य लोपः (1.3.9)]]
योगस्थः कुरु,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
योगस्थः कुरु,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कुरु कर्माणि,-
कर्माणि सङ्गम्,-
सङ्गम् त्यक्त्वा,-
सङ्गं त्यक्त्वा,[[मोऽनुस्वारः (8.3.23)]]
त्यक्त्वा धनञ्जय,-
धनञ्जय,-
सिद्ध्यसिद्ध्योस् समस्,-
सिद्ध्यसिद्ध्योरुँ समस्,[[ससजुषो रुः (8.2.66)]]
सिद्ध्यसिद्ध्योर् समस्,[[तस्य लोपः (1.3.9)]]
सिद्ध्यसिद्ध्योः समस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सिद्ध्यसिद्ध्योः समस्,[[वा शरि (8.3.36)]]
समस् भूत्वा,-
समरुँ भूत्वा,[[ससजुषो रुः (8.2.66)]]
समर् भूत्वा,[[तस्य लोपः (1.3.9)]]
सम उ भूत्वा,[[हशि च (6.1.114)]]
समो भूत्वा,[[आद्गुणः (6.1.87)]]
भूत्वा समत्वम्,-
समत्वम् योगस्,-
समत्वं योगस्,[[मोऽनुस्वारः (8.3.23)]]
योगस् उच्यते,-
योगरुँ उच्यते,[[ससजुषो रुः (8.2.66)]]
योगर् उच्यते,[[तस्य लोपः (1.3.9)]]
योगय् उच्यते,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
योग उच्यते,[[लोपः शाकल्यस्य (8.3.19)]]
उच्यते,-
