स्थिति,सूत्र
मानापमानयोस् तुल्यस्,-
मानापमानयोरुँ तुल्यस्,[[ससजुषो रुः (8.2.66)]]
मानापमानयोर् तुल्यस्,[[तस्य लोपः (1.3.9)]]
मानापमानयोः तुल्यस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मानापमानयोस् तुल्यस्,[[विसर्जनीयस्य सः (8.3.34)]]
तुल्यस् तुल्यस्,-
तुल्यरुँ तुल्यस्,[[ससजुषो रुः (8.2.66)]]
तुल्यर् तुल्यस्,[[तस्य लोपः (1.3.9)]]
तुल्यः तुल्यस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
तुल्यस् तुल्यस्,[[विसर्जनीयस्य सः (8.3.34)]]
तुल्यस् मित्रारिपक्षयोस्,-
तुल्यरुँ मित्रारिपक्षयोस्,[[ससजुषो रुः (8.2.66)]]
तुल्यर् मित्रारिपक्षयोस्,[[तस्य लोपः (1.3.9)]]
तुल्य उ मित्रारिपक्षयोस्,[[हशि च (6.1.114)]]
तुल्यो मित्रारिपक्षयोस्,[[आद्गुणः (6.1.87)]]
मित्रारिपक्षयोस्,-
मित्रारिपक्षयोरुँ,[[ससजुषो रुः (8.2.66)]]
मित्रारिपक्षयोर्,[[तस्य लोपः (1.3.9)]]
मित्रारिपक्षयोः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सर्वारम्भपरित्यागी गुणातीतस्,-
गुणातीतस् सस्,-
गुणातीतरुँ सस्,[[ससजुषो रुः (8.2.66)]]
गुणातीतर् सस्,[[तस्य लोपः (1.3.9)]]
गुणातीतः सस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
गुणातीतः सस्,[[वा शरि (8.3.36)]]
सस् उच्यते,-
सरुँ उच्यते,[[ससजुषो रुः (8.2.66)]]
सर् उच्यते,[[तस्य लोपः (1.3.9)]]
सय् उच्यते,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
स उच्यते,[[लोपः शाकल्यस्य (8.3.19)]]
उच्यते,-
