स्थिति,सूत्र
श्रद्धावान् लभते,-
श्रद्धावाल् लभते,[[तोर्लि (8.4.60)]]
लभते ज्ञानम्,-
ज्ञानम् तत्परस्,-
ज्ञानं तत्परस्,[[मोऽनुस्वारः (8.3.23)]]
तत्परस् संयतेन्द्रियस्,-
तत्पररुँ संयतेन्द्रियस्,[[ससजुषो रुः (8.2.66)]]
तत्परर् संयतेन्द्रियस्,[[तस्य लोपः (1.3.9)]]
तत्परः संयतेन्द्रियस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
तत्परः संयतेन्द्रियस्,[[वा शरि (8.3.36)]]
संयतेन्द्रियस्,-
संयतेन्द्रियरुँ,[[ससजुषो रुः (8.2.66)]]
संयतेन्द्रियर्,[[तस्य लोपः (1.3.9)]]
संयतेन्द्रियः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
ज्ञानम् लब्ध्वा,-
ज्ञानं लब्ध्वा,[[मोऽनुस्वारः (8.3.23)]]
लब्ध्वा पराम्,-
पराम् शान्तिम्,-
परां शान्तिम्,[[मोऽनुस्वारः (8.3.23)]]
शान्तिम् अचिरेणाधिगच्छति,-
अचिरेणाधिगच्छति,-
