स्थिति,सूत्र
ज्ञानम् ते,-
ज्ञानं ते,[[मोऽनुस्वारः (8.3.23)]]
ते अहम्,-
तेऽहम्,[[एङः पदान्तादति (6.1.109)]]
तेऽहम् सविज्ञानम्,-
तेऽहं सविज्ञानम्,[[मोऽनुस्वारः (8.3.23)]]
सविज्ञानम् इदम्,-
इदम् वक्ष्यामि,-
इदं वक्ष्यामि,[[मोऽनुस्वारः (8.3.23)]]
वक्ष्यामि अशेषतस्,-
वक्ष्याम्यशेषतस्,[[इको यणचि (6.1.77)]]
वक्ष्याम्यशेषतस्,-
वक्ष्याम्यशेषतरुँ,[[ससजुषो रुः (8.2.66)]]
वक्ष्याम्यशेषतर्,[[तस्य लोपः (1.3.9)]]
वक्ष्याम्यशेषतः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
यत् ज्ञात्वा,-
यद् ज्ञात्वा,[[झलां जशोऽन्ते (8.2.39)]]
यज् ज्ञात्वा,[[स्तोः श्चुना श्चुः (8.4.40)]]
ज्ञात्वा न,-
न इह,-
नेह,[[आद्गुणः (6.1.87)]]
नेह भूयस्,-
भूयस् अन्यत्,-
भूयरुँ अन्यत्,[[ससजुषो रुः (8.2.66)]]
भूयर् अन्यत्,[[तस्य लोपः (1.3.9)]]
भूय उ अन्यत्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
भूयो अन्यत्,[[आद्गुणः (6.1.87)]]
भूयोऽन्यत्,[[एङः पदान्तादति (6.1.109)]]
भूयोऽन्यत् ज्ञातव्यम्,-
भूयोऽन्यद् ज्ञातव्यम्,[[झलां जशोऽन्ते (8.2.39)]]
भूयोऽन्यज् ज्ञातव्यम्,[[स्तोः श्चुना श्चुः (8.4.40)]]
ज्ञातव्यम् अवशिष्यते,-
अवशिष्यते,-
