स्थिति,सूत्र
युञ्जन् एवम्,-
युञ्जन्न् एवम्,[[ङमो ह्रस्वादचि ङमुण्नित्यम् (8.3.32)]]
एवम् सदा,-
एवं सदा,[[मोऽनुस्वारः (8.3.23)]]
सदा आत्मानम्,-
सदात्मानम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
सदात्मानम् योगी,-
सदात्मानं योगी,[[मोऽनुस्वारः (8.3.23)]]
योगी विगतकल्मषस्,-
विगतकल्मषस्,-
विगतकल्मषरुँ,[[ससजुषो रुः (8.2.66)]]
विगतकल्मषर्,[[तस्य लोपः (1.3.9)]]
विगतकल्मषः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सुखेन ब्रह्मसंस्पर्शम्,-
ब्रह्मसंस्पर्शम् अत्यन्तम्,-
अत्यन्तम् सुखम्,-
अत्यन्तं सुखम्,[[मोऽनुस्वारः (8.3.23)]]
सुखम् अश्नुते,-
अश्नुते,-
