स्थिति,सूत्र
सस् तया,-
स तया,[[एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6.1.132)]]
तया श्रद्धया,-
श्रद्धया युक्तस्,-
युक्तस् तस्य,-
युक्तरुँ तस्य,[[ससजुषो रुः (8.2.66)]]
युक्तर् तस्य,[[तस्य लोपः (1.3.9)]]
युक्तः तस्य,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
युक्तस् तस्य,[[विसर्जनीयस्य सः (8.3.34)]]
तस्य अराधनम्,-
तस्याराधनम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
तस्याराधनम् ईहते,-
ईहते,-
लभते च,-
च ततस्,-
ततस् कामान्,-
ततरुँ कामान्,[[ससजुषो रुः (8.2.66)]]
ततर् कामान्,[[तस्य लोपः (1.3.9)]]
ततः कामान्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
ततः कामान्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कामान् मया,-
मया एव,-
मयैव,[[वृद्धिरेचि (6.1.88)]]
मयैव विहितान्,-
विहितान् हि,-
हि तान्,-
तान्,-
