स्थिति,सूत्र
द्रोणम् च,-
द्रोणं च,[[मोऽनुस्वारः (8.3.23)]]
च भीष्मम्,-
भीष्मम् च,-
भीष्मं च,[[मोऽनुस्वारः (8.3.23)]]
च जयद्रथम्,-
जयद्रथम् च,-
जयद्रथं च,[[मोऽनुस्वारः (8.3.23)]]
च कर्णम्,-
कर्णम् तथा,-
कर्णं तथा,[[मोऽनुस्वारः (8.3.23)]]
तथा अन्यान्,-
तथान्यान्,[[अकः सवर्णे दीर्घः (6.1.101)]]
तथान्यान् अपि,-
अपि योधवीरान्,-
योधवीरान्,-
मया हतान्,-
हतान् त्वम्,-
हतांरुँ त्वम्,[[नश्छव्यप्रशान् (8.3.7)]]
हतांर् त्वम्,[[तस्य लोपः (1.3.9)]]
हतांः त्वम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
हतांस् त्वम्,[[विसर्जनीयस्य सः (8.3.34)]]
त्वम् जहि,-
त्वं जहि,[[मोऽनुस्वारः (8.3.23)]]
जहि मा,-
मा व्यथिष्ठास्,-
व्यथिष्ठास् युध्यस्व,-
व्यथिष्ठारुँ युध्यस्व,[[ससजुषो रुः (8.2.66)]]
व्यथिष्ठार् युध्यस्व,[[तस्य लोपः (1.3.9)]]
व्यथिष्ठाय् युध्यस्व,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
व्यथिष्ठा युध्यस्व,[[हलि सर्वेषाम् (8.3.22)]]
युध्यस्व जेता,-
जेता असि,-
जेतासि,[[अकः सवर्णे दीर्घः (6.1.101)]]
जेतासि रणे,-
रणे सपत्नान्,-
सपत्नान्,-
